onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
395.3635	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
399.292	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	17	yes
399.342	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
407.301	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	18	yes
407.351	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
411.297	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	19	yes
411.347	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
415.296	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	20	no
415.346	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
419.306	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	21	no
419.356	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
423.3025	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	22	no
423.3525	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
427.295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	23	no
427.345	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
431.2945	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	24	no
431.3445	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
435.2875	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	25	no
435.3375	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
439.3035	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	26	yes
439.3535	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
443.308	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	27	yes
443.358	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
447.296	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	28	yes
447.346	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
455.3045	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	29	yes
455.3545	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
459.301	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	30	yes
459.351	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
463.297	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	31	no
463.347	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
467.296	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	32	no
467.346	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
471.306	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	33	yes
471.356	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
475.3015	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	34	no
475.3515	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
479.2975	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	35	no
479.3475	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
483.291	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	36	no
483.341	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
487.307	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	37	yes
487.357	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
491.309	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	38	yes
491.359	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_tongue	n/a	n/a
495.299	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	39	no
495.349	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
499.2955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	40	no
499.3455	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
503.291	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	41	no
503.341	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
507.3065	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	42	no
507.3565	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
511.3	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	43	no
511.35	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
515.2935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	44	no
515.3435	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
519.304	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	45	no
519.354	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
523.305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	46	no
523.355	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
527.3	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	47	yes
527.35	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_tongue	n/a	n/a
535.296	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	48	no
535.346	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
539.3105	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	49	no
539.3605	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
543.32	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	50	no
543.37	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
547.2985	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	51	no
547.3485	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
567.312	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	52	no
567.362	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
571.292	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	53	no
571.342	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
575.305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	54	yes
575.355	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
579.301	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	55	no
579.351	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
583.2965	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	56	no
583.3465	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
587.2955	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	57	yes
587.3455	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
591.3055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	58	no
591.3555	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
595.3025	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	59	no
595.3525	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
599.298	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	60	no
599.348	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
603.294	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	61	no
603.344	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
607.3065	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	62	no
607.3565	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
611.3025	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	63	yes
611.3525	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
615.2985	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	64	yes
615.3485	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
619.295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	65	no
619.345	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
623.2915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	66	no
623.3415	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
627.314	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	67	no
627.364	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
631.3015	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	68	no
631.3515	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
635.307	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	69	no
635.357	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_tongue	n/a	n/a
639.2925	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	70	no
639.3425	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
643.3005	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	71	yes
643.3505	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
647.2935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	72	no
647.3435	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
651.297	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	73	no
651.347	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
655.2935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	74	no
655.3435	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
659.3055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	75	no
659.3555	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
663.3025	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	76	no
663.3525	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
667.298	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	77	no
667.348	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
671.293	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	78	yes
671.343	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_tongue	n/a	n/a
675.307	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	79	yes
675.357	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
679.304	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	80	no
679.354	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
683.2995	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	81	no
683.3495	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
687.2955	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	82	no
687.3455	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
691.2915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	83	no
691.3415	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
695.304	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	84	no
695.354	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
699.29	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	85	no
699.34	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
703.2965	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	86	yes
703.3465	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
707.298	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	87	no
707.348	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
711.305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	88	no
711.355	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
715.3015	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	89	no
715.3515	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
719.298	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	90	no
719.348	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
723.294	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	91	yes
723.344	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
727.3065	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	92	no
727.3565	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
731.3025	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	93	no
731.3525	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
735.316	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	94	yes
735.366	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
739.295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	95	no
739.345	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
743.308	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	96	yes
743.358	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
747.3035	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	97	no
747.3535	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
751.309	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	98	yes
751.359	0	stimulus	n/a	n/a	d	o	n/a	n/a	control_tongue	n/a	n/a
755.296	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	99	no
755.346	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
759.292	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	100	no
759.342	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
763.305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	101	no
763.355	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
767.299	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	102	no
767.349	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_tongue	n/a	n/a
771.2975	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	103	no
771.3475	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
775.293	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	104	no
775.343	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
779.306	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	105	no
779.356	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
783.302	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	106	yes
783.352	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
787.2985	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	107	no
787.3485	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
791.2945	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	108	no
791.3445	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
795.321	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	109	no
795.371	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
799.317	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	110	no
799.367	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_tongue	n/a	n/a
803.299	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	111	no
803.349	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
886.6015	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	112	no
886.6515	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
890.598	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	113	no
890.648	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
894.5885	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	114	no
894.6385	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
898.606	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	115	yes
898.656	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
902.6035	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	116	no
902.6535	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
906.5885	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	117	no
906.6385	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_tongue	n/a	n/a
910.595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	118	no
910.645	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
914.594	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	119	no
914.644	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_tongue	n/a	n/a
918.604	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	120	no
918.654	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
922.597	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	121	no
922.647	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_tongue	n/a	n/a
926.5875	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	122	no
926.6375	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_tongue	n/a	n/a
930.5915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	123	no
930.6415	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
934.605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	124	no
934.655	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
938.6005	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	125	yes
938.6505	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
942.597	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	126	no
942.647	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
946.593	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	127	no
946.643	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
950.596	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	128	no
950.646	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_tongue	n/a	n/a
954.602	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	129	yes
954.652	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
958.598	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	130	yes
958.648	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
962.594	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	131	no
962.644	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
966.607	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	132	no
966.657	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
970.59	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	133	no
970.64	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
974.599	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	134	no
974.649	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
978.5955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	135	yes
978.6455	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
982.5915	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	136	no
982.6415	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
986.6045	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	137	no
986.6545	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
990.6	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	138	yes
990.65	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
994.602	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	139	no
994.652	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_tongue	n/a	n/a
998.592	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	140	yes
998.642	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1002.6055	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	141	no
1002.6555	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1006.585	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	142	yes
1006.635	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1010.583	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	143	no
1010.633	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_tongue	n/a	n/a
1014.593	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	144	no
1014.643	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1018.606	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	145	no
1018.656	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
1022.596	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	146	yes
1022.646	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_tongue	n/a	n/a
1026.5985	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	147	yes
1026.6485	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1030.5945	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	148	no
1030.6445	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
1034.607	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	149	yes
1034.657	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1038.6035	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	150	yes
1038.6535	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
1042.6105	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	151	no
1042.6605	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_tongue	n/a	n/a
1046.5955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	152	no
1046.6455	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1050.5885	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	153	no
1050.6385	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
1054.605	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	154	yes
1054.655	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
1058.607	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	155	no
1058.657	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_tongue	n/a	n/a
1062.597	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	156	no
1062.647	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
1066.5935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	157	no
1066.6435	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
1070.6075	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	158	no
1070.6575	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
1074.6025	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	159	yes
1074.6525	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1078.598	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	160	no
1078.648	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
1082.5875	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	161	no
