onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
342.6585	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_lip	n/a	n/a
346.639	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	28	no
346.689	0	stimulus	n/a	n/a	t	i	n/a	n/a	lip	n/a	n/a
350.6185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	29	no
350.6685	0	stimulus	n/a	n/a	u	p	n/a	n/a	lip	n/a	n/a
354.614	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	30	no
354.664	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_lip	n/a	n/a
358.627	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	31	no
358.677	0	stimulus	n/a	n/a	i	t	n/a	n/a	lip	n/a	n/a
362.631	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	32	no
362.681	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_lip	n/a	n/a
366.62	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	33	yes
366.67	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
370.621	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	34	yes
370.671	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_lip	n/a	n/a
374.628	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	35	yes
374.678	0	stimulus	n/a	n/a	d	e	n/a	n/a	lip	n/a	n/a
378.6355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	36	no
378.6855	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_lip	n/a	n/a
382.604	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	37	yes
382.654	0	stimulus	n/a	n/a	d	a	n/a	n/a	lip	n/a	n/a
386.6335	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	38	yes
386.6835	0	stimulus	n/a	n/a	b	e	n/a	n/a	lip	n/a	n/a
390.6125	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	39	no
390.6625	0	stimulus	n/a	n/a	i	b	n/a	n/a	lip	n/a	n/a
394.6095	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	40	no
394.6595	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_lip	n/a	n/a
398.6225	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	41	yes
398.6725	0	stimulus	n/a	n/a	b	i	n/a	n/a	lip	n/a	n/a
402.6175	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	42	no
402.6675	0	stimulus	n/a	n/a	i	p	n/a	n/a	lip	n/a	n/a
406.614	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	43	no
406.664	0	stimulus	n/a	n/a	e	t	n/a	n/a	lip	n/a	n/a
410.6075	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	44	no
410.6575	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_lip	n/a	n/a
414.606	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	45	yes
414.656	0	stimulus	n/a	n/a	d	a	n/a	n/a	lip	n/a	n/a
418.603	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	46	yes
418.653	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_lip	n/a	n/a
422.6315	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	47	no
422.6815	0	stimulus	n/a	n/a	p	a	n/a	n/a	lip	n/a	n/a
426.628	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	48	no
426.678	0	stimulus	n/a	n/a	a	p	n/a	n/a	lip	n/a	n/a
430.607	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	49	no
430.657	0	stimulus	n/a	n/a	u	d	n/a	n/a	lip	n/a	n/a
434.6135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	50	no
434.6635	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_lip	n/a	n/a
438.633	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	51	no
438.683	0	stimulus	n/a	n/a	e	b	n/a	n/a	lip	n/a	n/a
446.634	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	52	no
446.684	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_lip	n/a	n/a
450.6035	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	53	no
450.6535	0	stimulus	n/a	n/a	a	p	n/a	n/a	lip	n/a	n/a
454.6095	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	54	yes
454.6595	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_lip	n/a	n/a
458.6005	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	55	no
458.6505	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_lip	n/a	n/a
462.597	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	56	no
462.647	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_lip	n/a	n/a
466.6065	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	57	no
466.6565	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_lip	n/a	n/a
470.618	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	58	no
470.668	0	stimulus	n/a	n/a	a	d	n/a	n/a	lip	n/a	n/a
474.6305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	59	no
474.6805	0	stimulus	n/a	n/a	i	p	n/a	n/a	lip	n/a	n/a
494.628	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	60	no
494.678	0	stimulus	n/a	n/a	o	t	n/a	n/a	lip	n/a	n/a
498.6075	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	61	no
498.6575	0	stimulus	n/a	n/a	t	i	n/a	n/a	lip	n/a	n/a
502.605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	62	yes
502.655	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_lip	n/a	n/a
506.65	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	63	no
506.7	0	stimulus	n/a	n/a	u	b	n/a	n/a	lip	n/a	n/a
510.612	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	64	no
510.662	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
514.609	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	65	yes
514.659	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_lip	n/a	n/a
518.605	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	66	no
518.655	0	stimulus	n/a	n/a	p	e	n/a	n/a	lip	n/a	n/a
522.6055	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	67	no
522.6555	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_lip	n/a	n/a
526.6135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	68	no
526.6635	0	stimulus	n/a	n/a	i	d	n/a	n/a	lip	n/a	n/a
530.6255	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	69	no
530.6755	0	stimulus	n/a	n/a	o	p	n/a	n/a	lip	n/a	n/a
534.6235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	70	no
534.6735	0	stimulus	n/a	n/a	e	p	n/a	n/a	lip	n/a	n/a
538.6185	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	71	yes
538.6685	0	stimulus	n/a	n/a	b	o	n/a	n/a	lip	n/a	n/a
542.6015	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	72	yes
542.6515	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_lip	n/a	n/a
546.611	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	73	no
546.661	0	stimulus	n/a	n/a	t	o	n/a	n/a	lip	n/a	n/a
550.607	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	74	no
550.657	0	stimulus	n/a	n/a	a	p	n/a	n/a	lip	n/a	n/a
554.6105	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	75	no
554.6605	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_lip	n/a	n/a
558.6135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	76	no
558.6635	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_lip	n/a	n/a
562.6105	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	77	no
562.6605	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_lip	n/a	n/a
566.6085	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	78	no
566.6585	0	stimulus	n/a	n/a	p	o	n/a	n/a	lip	n/a	n/a
570.6075	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	79	yes
570.6575	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_lip	n/a	n/a
574.6115	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	80	no
574.6615	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_lip	n/a	n/a
578.6295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	81	no
578.6795	0	stimulus	n/a	n/a	u	t	n/a	n/a	lip	n/a	n/a
582.6265	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	82	no
582.6765	0	stimulus	n/a	n/a	o	t	n/a	n/a	lip	n/a	n/a
586.6055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	83	no
586.6555	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
590.618	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	84	no
590.668	0	stimulus	n/a	n/a	o	b	n/a	n/a	lip	n/a	n/a
594.6145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	85	no
594.6645	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
598.609	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	86	yes
598.659	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_lip	n/a	n/a
602.6235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	87	yes
602.6735	0	stimulus	n/a	n/a	d	a	n/a	n/a	lip	n/a	n/a
606.6285	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	88	no
606.6785	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_lip	n/a	n/a
610.615	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	89	no
610.665	0	stimulus	n/a	n/a	e	t	n/a	n/a	lip	n/a	n/a
614.611	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	90	no
614.661	0	stimulus	n/a	n/a	p	a	n/a	n/a	lip	n/a	n/a
618.591	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	91	no
618.641	0	stimulus	n/a	n/a	a	p	n/a	n/a	lip	n/a	n/a
622.62	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	92	no
622.67	0	stimulus	n/a	n/a	a	d	n/a	n/a	lip	n/a	n/a
626.62	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	93	no
626.67	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_lip	n/a	n/a
630.6125	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	94	yes
630.6625	0	stimulus	n/a	n/a	d	u	n/a	n/a	lip	n/a	n/a
634.618	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	95	no
634.668	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_lip	n/a	n/a
638.605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	96	no
638.655	0	stimulus	n/a	n/a	o	t	n/a	n/a	lip	n/a	n/a
642.6345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	97	no
642.6845	0	stimulus	n/a	n/a	e	d	n/a	n/a	lip	n/a	n/a
646.6305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	98	no
646.6805	0	stimulus	n/a	n/a	t	o	n/a	n/a	lip	n/a	n/a
650.61	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	99	yes
650.66	0	stimulus	n/a	n/a	d	u	n/a	n/a	lip	n/a	n/a
654.6055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	100	no
654.6555	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
658.6185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	101	no
658.6685	0	stimulus	n/a	n/a	t	o	n/a	n/a	lip	n/a	n/a
662.6145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	102	yes
662.6645	0	stimulus	n/a	n/a	d	u	n/a	n/a	lip	n/a	n/a
666.6105	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	103	no
666.6605	0	stimulus	n/a	n/a	i	b	n/a	n/a	lip	n/a	n/a
670.607	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	104	yes
670.657	0	stimulus	n/a	n/a	b	e	n/a	n/a	lip	n/a	n/a
674.636	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	105	no
674.686	0	stimulus	n/a	n/a	p	e	n/a	n/a	lip	n/a	n/a
678.6325	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	106	yes
678.6825	0	stimulus	n/a	n/a	d	o	n/a	n/a	control_lip	n/a	n/a
682.612	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	107	no
682.662	0	stimulus	n/a	n/a	e	b	n/a	n/a	lip	n/a	n/a
686.608	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	108	no
686.658	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
690.604	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	109	no
690.654	0	stimulus	n/a	n/a	i	t	n/a	n/a	lip	n/a	n/a
694.6045	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	110	no
694.6545	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_lip	n/a	n/a
698.613	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	111	no
698.663	0	stimulus	n/a	n/a	o	b	n/a	n/a	lip	n/a	n/a
702.609	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	112	no
702.659	0	stimulus	n/a	n/a	t	e	n/a	n/a	lip	n/a	n/a
706.6055	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	113	no
706.6555	0	stimulus	n/a	n/a	u	d	n/a	n/a	lip	n/a	n/a
710.635	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	114	yes
710.685	0	stimulus	n/a	n/a	b	o	n/a	n/a	lip	n/a	n/a
714.6305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	115	no
714.6805	0	stimulus	n/a	n/a	e	p	n/a	n/a	lip	n/a	n/a
718.6095	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	116	no
718.6595	0	stimulus	n/a	n/a	p	a	n/a	n/a	lip	n/a	n/a
722.6245	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	117	no
722.6745	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_lip	n/a	n/a
726.6235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	118	no
726.6735	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_lip	n/a	n/a
730.615	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	119	no
730.665	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
847.186	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	120	no
847.236	0	stimulus	n/a	n/a	a	b	n/a	n/a	lip	n/a	n/a
851.183	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	121	no
851.233	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
855.177	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	122	no
855.227	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_lip	n/a	n/a
859.176	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	123	yes
859.226	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
863.169	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	124	no
863.219	0	stimulus	n/a	n/a	e	p	n/a	n/a	lip	n/a	n/a
867.1585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	125	no
867.2085	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_lip	n/a	n/a
871.1785	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	126	no
871.2285	0	stimulus	n/a	n/a	t	e	n/a	n/a	lip	n/a	n/a
875.178	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	127	no
875.228	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_lip	n/a	n/a
879.1705	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	128	no
879.2205	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
883.171	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	129	no
883.221	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_lip	n/a	n/a
891.159	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	130	no
891.209	0	stimulus	n/a	n/a	i	d	n/a	n/a	lip	n/a	n/a
895.1555	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	131	no
895.2055	0	stimulus	n/a	n/a	e	b	n/a	n/a	lip	n/a	n/a
899.1675	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	132	yes
899.2175	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
903.1635	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	133	no
903.2135	0	stimulus	n/a	n/a	e	d	n/a	n/a	lip	n/a	n/a
907.1595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	134	no
907.2095	0	stimulus	n/a	n/a	a	b	n/a	n/a	lip	n/a	n/a
911.147	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	135	no
911.197	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_lip	n/a	n/a
915.1695	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	136	yes
915.2195	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
919.181	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	137	yes
919.231	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
923.161	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	138	no
923.211	0	stimulus	n/a	n/a	a	b	n/a	n/a	lip	n/a	n/a
927.157	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	139	no
927.207	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
931.1745	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	140	no
931.2245	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_lip	n/a	n/a
935.1825	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	141	no
935.2325	0	stimulus	n/a	n/a	u	d	n/a	n/a	lip	n/a	n/a
939.1625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	142	yes
939.2125	0	stimulus	n/a	n/a	d	i	n/a	n/a	lip	n/a	n/a
943.158	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	143	no
943.208	0	stimulus	n/a	n/a	i	b	n/a	n/a	lip	n/a	n/a
947.1545	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	144	no
947.2045	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
951.184	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	145	yes
951.234	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
955.1625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	146	no
955.2125	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_lip	n/a	n/a
959.159	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	147	yes
959.209	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
963.155	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	148	no
963.205	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
967.168	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	149	yes
967.218	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
971.1585	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	150	no
971.2085	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_lip	n/a	n/a
975.1605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	151	no
975.2105	0	stimulus	n/a	n/a	e	d	n/a	n/a	lip	n/a	n/a
979.157	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	152	no
979.207	0	stimulus	n/a	n/a	i	p	n/a	n/a	lip	n/a	n/a
983.1535	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	153	yes
983.2035	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_lip	n/a	n/a
987.1815	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	154	yes
987.2315	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
991.162	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	155	no
991.212	0	stimulus	n/a	n/a	p	u	n/a	n/a	lip	n/a	n/a
995.175	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	156	yes
995.225	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
999.171	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	157	yes
999.221	0	stimulus	n/a	n/a	d	e	n/a	n/a	lip	n/a	n/a
1003.156	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	158	no
1003.206	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_lip	n/a	n/a
1007.163	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	159	no
1007.213	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
1011.1725	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	160	no
1011.2225	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_lip	n/a	n/a
1015.155	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	161	yes
1015.205	0	stimulus	n/a	n/a	b	o	n/a	n/a	lip	n/a	n/a
1019.165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	162	no
1019.215	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_lip	n/a	n/a
1023.1815	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	163	no
1023.2315	0	stimulus	n/a	n/a	u	b	n/a	n/a	lip	n/a	n/a
1027.1595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	164	no
1027.2095	0	stimulus	n/a	n/a	o	t	n/a	n/a	lip	n/a	n/a
