onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
914.7525	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_lip	n/a	n/a
918.7185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	95	no
918.7685	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_lip	n/a	n/a
922.7195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	96	no
922.7695	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
1031.9205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	97	no
1031.9705	0	stimulus	n/a	n/a	a	b	n/a	n/a	lip	n/a	n/a
1039.833	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	98	no
1039.883	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_lip	n/a	n/a
1043.851	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	99	yes
1043.901	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
1047.8505	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	100	no
1047.9005	0	stimulus	n/a	n/a	e	p	n/a	n/a	lip	n/a	n/a
1051.8515	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	101	no
1051.9015	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_lip	n/a	n/a
1055.8655	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	102	no
1055.9155	0	stimulus	n/a	n/a	t	e	n/a	n/a	lip	n/a	n/a
1059.8315	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	103	no
1059.8815	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_lip	n/a	n/a
1063.8305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	104	no
1063.8805	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
1067.829	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	105	no
1067.879	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_lip	n/a	n/a
1071.88	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	106	no
1071.93	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_lip	n/a	n/a
1075.863	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	107	no
1075.913	0	stimulus	n/a	n/a	i	d	n/a	n/a	lip	n/a	n/a
1083.845	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	108	yes
1083.895	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
1095.8425	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	109	no
1095.8925	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_lip	n/a	n/a
1099.8595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	110	yes
1099.9095	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
1103.8595	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	111	yes
1103.9095	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
1111.8745	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	112	no
1111.9245	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
1115.873	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	113	no
1115.923	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_lip	n/a	n/a
1119.8745	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	114	no
1119.9245	0	stimulus	n/a	n/a	u	d	n/a	n/a	lip	n/a	n/a
1123.872	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	115	yes
1123.922	0	stimulus	n/a	n/a	d	i	n/a	n/a	lip	n/a	n/a
1127.8385	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	116	no
1127.8885	0	stimulus	n/a	n/a	i	b	n/a	n/a	lip	n/a	n/a
1131.8375	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	117	no
1131.8875	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
1135.837	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	118	yes
1135.887	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
1139.8365	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	119	no
1139.8865	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_lip	n/a	n/a
1143.836	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	120	yes
1143.886	0	stimulus	n/a	n/a	d	o	n/a	n/a	lip	n/a	n/a
1147.8355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	121	no
1147.8855	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
1151.836	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	122	yes
1151.886	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
1155.8355	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	123	no
1155.8855	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_lip	n/a	n/a
1159.8335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	124	no
1159.8835	0	stimulus	n/a	n/a	e	d	n/a	n/a	lip	n/a	n/a
1163.833	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	125	no
1163.883	0	stimulus	n/a	n/a	i	p	n/a	n/a	lip	n/a	n/a
1167.832	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	126	yes
1167.882	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_lip	n/a	n/a
1171.8485	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	127	yes
1171.8985	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
1175.848	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	128	no
1175.898	0	stimulus	n/a	n/a	p	u	n/a	n/a	lip	n/a	n/a
1179.847	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	129	yes
1179.897	0	stimulus	n/a	n/a	b	u	n/a	n/a	lip	n/a	n/a
1183.847	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	130	yes
1183.897	0	stimulus	n/a	n/a	d	e	n/a	n/a	lip	n/a	n/a
1187.865	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	131	no
1187.915	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_lip	n/a	n/a
1191.863	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	132	no
1191.913	0	stimulus	n/a	n/a	o	d	n/a	n/a	lip	n/a	n/a
1195.8625	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	133	no
1195.9125	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_lip	n/a	n/a
1199.878	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	134	yes
1199.928	0	stimulus	n/a	n/a	b	o	n/a	n/a	lip	n/a	n/a
1203.862	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	135	no
1203.912	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_lip	n/a	n/a
1207.861	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	136	no
1207.911	0	stimulus	n/a	n/a	u	b	n/a	n/a	lip	n/a	n/a
1211.843	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	137	no
1211.893	0	stimulus	n/a	n/a	o	t	n/a	n/a	lip	n/a	n/a
1215.843	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	138	no
1215.893	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_lip	n/a	n/a
1219.8775	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	139	yes
1219.9275	0	stimulus	n/a	n/a	d	i	n/a	n/a	lip	n/a	n/a
1223.8595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	140	no
1223.9095	0	stimulus	n/a	n/a	o	p	n/a	n/a	lip	n/a	n/a
1227.8415	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	141	no
1227.8915	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_lip	n/a	n/a
1231.8575	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	142	no
1231.9075	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
1235.8575	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_lip	143	no
1235.9075	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_lip	n/a	n/a
1239.858	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	144	no
1239.908	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_lip	n/a	n/a
1243.872	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	145	yes
1243.922	0	stimulus	n/a	n/a	b	i	n/a	n/a	lip	n/a	n/a
1251.8365	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	146	no
1251.8865	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
1255.837	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	147	no
1255.887	0	stimulus	n/a	n/a	a	t	n/a	n/a	lip	n/a	n/a
1259.8695	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	148	yes
1259.9195	0	stimulus	n/a	n/a	b	a	n/a	n/a	lip	n/a	n/a
1263.8355	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	149	no
1263.8855	0	stimulus	n/a	n/a	p	u	n/a	n/a	lip	n/a	n/a
1267.8345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	150	no
1267.8845	0	stimulus	n/a	n/a	t	u	n/a	n/a	lip	n/a	n/a
1287.882	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	151	no
1287.932	0	stimulus	n/a	n/a	t	i	n/a	n/a	lip	n/a	n/a
1295.847	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	152	no
1295.897	0	stimulus	n/a	n/a	t	a	n/a	n/a	lip	n/a	n/a
1299.8475	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	153	no
1299.8975	0	stimulus	n/a	n/a	t	e	n/a	n/a	lip	n/a	n/a
1303.846	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	154	no
1303.896	0	stimulus	n/a	n/a	p	i	n/a	n/a	lip	n/a	n/a
1307.863	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	155	no
1307.913	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_lip	n/a	n/a
1311.861	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	156	yes
1311.911	0	stimulus	n/a	n/a	d	a	n/a	n/a	control_lip	n/a	n/a
1315.8615	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	157	yes
1315.9115	0	stimulus	n/a	n/a	b	e	n/a	n/a	lip	n/a	n/a
1319.861	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	lip	158	no
1319.911	0	stimulus	n/a	n/a	i	t	n/a	n/a	lip	n/a	n/a
1323.8435	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	159	no
1323.8935	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_lip	n/a	n/a
1327.878	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	160	no
1327.928	0	stimulus	n/a	n/a	i	t	n/a	n/a	control_lip	n/a	n/a
1331.8595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	161	no
1331.9095	0	stimulus	n/a	n/a	a	d	n/a	n/a	control_lip	n/a	n/a
1335.878	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_lip	162	no
1335.928	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_lip	n/a	n/a
1339.874	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	lip	163	no
