onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
938.171	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
942.127	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	25	yes
942.177	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
946.123	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	26	yes
946.173	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
950.118	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	27	no
950.168	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
954.132	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	28	no
954.182	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
958.128	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	29	no
958.178	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
962.138	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	30	no
962.188	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
966.1205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	31	no
966.1705	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
970.121	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	32	no
970.171	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
974.1295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	33	yes
974.1795	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
978.1295	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	34	yes
978.1795	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
982.122	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	35	yes
982.172	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
986.129	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	36	no
986.179	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_tongue	n/a	n/a
990.1305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	37	yes
990.1805	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
994.1265	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	38	yes
994.1765	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
998.123	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	39	no
998.173	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
1002.116	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	40	no
1002.166	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
1006.1315	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	41	yes
1006.1815	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
1010.128	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	42	no
1010.178	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
1014.124	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	43	no
1014.174	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
1018.1165	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	44	no
1018.1665	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
1022.133	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	45	yes
1022.183	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
1026.1285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	46	yes
1026.1785	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_tongue	n/a	n/a
1030.125	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	47	no
1030.175	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
1034.121	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	48	no
1034.171	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
1038.117	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	49	no
1038.167	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
1042.131	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	50	no
1042.181	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
1046.126	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	51	no
1046.176	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
1050.113	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	52	no
1050.163	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
1054.1145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	53	no
1054.1645	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
1058.1305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	54	no
1058.1805	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
1062.119	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	55	yes
1062.169	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_tongue	n/a	n/a
1066.1195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	56	no
1066.1695	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_tongue	n/a	n/a
1070.126	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	57	no
1070.176	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
1074.1335	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	58	no
1074.1835	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
1078.128	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	59	no
1078.178	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
1082.124	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	60	no
1082.174	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
1102.121	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	61	no
1102.171	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
1106.1175	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	62	no
1106.1675	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
1110.133	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	63	yes
1110.183	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
1114.1265	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	64	no
1114.1765	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
1118.1225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	65	no
1118.1725	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1122.122	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	66	yes
1122.172	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
1126.1315	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	67	no
1126.1815	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
1130.1295	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	68	no
1130.1795	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
1134.123	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	69	no
1134.173	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
1138.1195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	70	no
1138.1695	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
1142.1325	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	71	no
1142.1825	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
1146.1285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	72	yes
1146.1785	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
1150.1255	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	73	yes
1150.1755	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
1154.121	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	74	no
1154.171	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
1158.1335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	75	no
1158.1835	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
1162.123	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	76	no
1162.173	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
1166.115	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	77	no
1166.165	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
1170.1215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	78	no
1170.1715	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_tongue	n/a	n/a
1174.1175	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	79	no
1174.1675	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
1178.1365	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	80	yes
1178.1865	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
1182.126	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	81	no
1182.176	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
1186.123	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	82	no
1186.173	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
1190.1185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	83	no
1190.1685	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
1194.132	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	84	no
1194.182	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
1198.128	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	85	no
1198.178	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
1202.124	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	86	no
1202.174	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
1206.12	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	87	yes
1206.17	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_tongue	n/a	n/a
1210.1335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	88	yes
1210.1835	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
1214.1215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	89	no
1214.1715	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
1218.125	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	90	no
1218.175	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
1222.1215	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	91	no
1222.1715	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
1226.134	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	92	no
1226.184	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
1230.1305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	93	no
1230.1805	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
1234.124	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	94	no
1234.174	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
1238.1225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	95	yes
1238.1725	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
1242.1215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	96	no
1242.1715	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
1246.132	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	97	no
1246.182	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
1250.1275	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	98	no
1250.1775	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1254.1235	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	99	no
1254.1735	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
1258.12	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	100	yes
1258.17	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
1262.1325	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	101	no
1262.1825	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
1266.1285	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	102	no
1266.1785	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
1270.1245	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	103	yes
1270.1745	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
1274.1205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	104	no
1274.1705	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
1278.134	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	105	yes
1278.184	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
1282.13	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	106	no
1282.18	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
1286.1145	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	107	yes
1286.1645	0	stimulus	n/a	n/a	d	o	n/a	n/a	control_tongue	n/a	n/a
1290.122	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	108	no
1290.172	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
1294.1345	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	109	no
1294.1845	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
1298.131	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	110	no
1298.181	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
1302.126	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	111	no
1302.176	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_tongue	n/a	n/a
1306.123	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	112	no
1306.173	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
1310.119	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	113	no
1310.169	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
1314.132	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	114	no
1314.182	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
1318.1285	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	115	yes
1318.1785	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
1322.1245	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	116	no
1322.1745	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
1326.1205	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	117	no
1326.1705	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
1330.1305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	118	no
1330.1805	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
1334.1305	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	119	no
1334.1805	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_tongue	n/a	n/a
1338.125	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	120	no
1338.175	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
1459.1905	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	121	no
1459.2405	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
1463.1875	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	122	no
1463.2375	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
1467.207	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	123	no
1467.257	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
1471.196	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	124	yes
1471.246	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1475.1925	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	125	no
1475.2425	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
1479.184	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	126	no
1479.234	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_tongue	n/a	n/a
1483.184	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	127	no
1483.234	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
1487.198	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	128	no
1487.248	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_tongue	n/a	n/a
1491.1935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	129	no
1491.2435	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
1495.188	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	130	no
1495.238	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_tongue	n/a	n/a
1499.1835	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	131	no
1499.2335	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_tongue	n/a	n/a
1503.198	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	132	no
1503.248	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
1507.194	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	133	no
1507.244	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
1511.1905	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	134	yes
1511.2405	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1515.187	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	135	no
1515.237	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1519.1995	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	136	no
1519.2495	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
1523.1865	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	137	no
1523.2365	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_tongue	n/a	n/a
1527.191	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	138	yes
1527.241	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1531.1875	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	139	yes
1531.2375	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1535.2005	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	140	no
1535.2505	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
1539.1965	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	141	no
1539.2465	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
1543.195	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	142	no
1543.245	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
1547.189	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	143	no
1547.239	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
1551.185	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	144	yes
1551.235	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1555.1975	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	145	no
1555.2475	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
1559.1935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	146	no
1559.2435	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
1563.189	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	147	yes
1563.239	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1567.182	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	148	no
1567.232	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_tongue	n/a	n/a
1571.1825	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	149	yes
1571.2325	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1575.1945	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	150	no
1575.2445	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1579.191	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	151	yes
1579.241	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1583.181	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	152	no
1583.231	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_tongue	n/a	n/a
1587.2005	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	153	no
1587.2505	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1591.1575	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	154	yes
1591.2075	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_tongue	n/a	n/a
1599.1875	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	155	yes
1599.2375	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1603.2015	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	156	no
1603.2515	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
1607.197	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	157	yes
1607.247	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1611.1935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	158	yes
