onset	duration	trial_type	category	manner	phoneme1	phoneme2	place	tms_intensity	tms_target	trial	voicing
497.1225	0	stimulus	n/a	n/a	i	d	n/a	n/a	control_tongue	n/a	n/a
501.078	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	16	no
501.128	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
505.0745	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	17	yes
505.1245	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
509.042	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	18	no
509.092	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
513.0835	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	19	yes
513.1335	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
517.0785	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	20	yes
517.1285	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
521.056	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	21	no
521.106	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
525.0715	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	22	no
525.1215	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
529.085	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	23	no
529.135	0	stimulus	n/a	n/a	u	p	n/a	n/a	tongue	n/a	n/a
533.047	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	24	no
533.097	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
545.069	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	25	yes
545.119	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
553.044	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	26	yes
553.094	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
557.064	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	27	no
557.114	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_tongue	n/a	n/a
561.07	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	28	yes
561.12	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
565.0655	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	29	yes
565.1155	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
569.079	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	30	no
569.129	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
573.075	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	31	no
573.125	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
577.0715	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	32	yes
577.1215	0	stimulus	n/a	n/a	b	i	n/a	n/a	tongue	n/a	n/a
581.0835	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	33	no
581.1335	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
585.08	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	34	no
585.13	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
589.0795	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	35	no
589.1295	0	stimulus	n/a	n/a	o	d	n/a	n/a	control_tongue	n/a	n/a
593.072	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	36	yes
593.122	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
597.0825	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	37	yes
597.1325	0	stimulus	n/a	n/a	b	e	n/a	n/a	control_tongue	n/a	n/a
601.081	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	38	no
601.131	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
605.0765	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	39	no
605.1265	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
609.073	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	40	no
609.123	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
613.0425	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	41	no
613.0925	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
617.082	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	42	no
617.132	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
621.085	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	43	no
621.135	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
625.0695	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	44	no
625.1195	0	stimulus	n/a	n/a	t	e	n/a	n/a	control_tongue	n/a	n/a
629.0705	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	45	no
629.1205	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
633.0655	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	46	yes
633.1155	0	stimulus	n/a	n/a	b	o	n/a	n/a	control_tongue	n/a	n/a
637.0705	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	47	no
637.1205	0	stimulus	n/a	n/a	t	i	n/a	n/a	control_tongue	n/a	n/a
641.0605	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	48	no
641.1105	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
645.064	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	49	no
645.114	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
649.0845	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	50	no
649.1345	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
653.0805	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	51	no
653.1305	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
673.06	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	52	no
673.11	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
677.074	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	53	no
677.124	0	stimulus	n/a	n/a	t	i	n/a	n/a	tongue	n/a	n/a
681.073	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	54	yes
681.123	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
685.0825	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	55	no
685.1325	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
689.0615	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	56	no
689.1115	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
693.08	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	57	yes
693.13	0	stimulus	n/a	n/a	b	i	n/a	n/a	control_tongue	n/a	n/a
697.071	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	58	no
697.121	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
701.0795	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	59	no
701.1295	0	stimulus	n/a	n/a	o	p	n/a	n/a	control_tongue	n/a	n/a
705.0625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	60	no
705.1125	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
709.0755	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	61	no
709.1255	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
713.071	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	62	no
713.121	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
717.067	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	63	yes
717.117	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
721.0565	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	64	yes
721.1065	0	stimulus	n/a	n/a	d	e	n/a	n/a	control_tongue	n/a	n/a
725.0595	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	65	no
725.1095	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
729.076	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	66	no
729.126	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
733.0855	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	67	no
733.1355	0	stimulus	n/a	n/a	t	a	n/a	n/a	control_tongue	n/a	n/a
737.082	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	68	no
737.132	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
741.053	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	69	no
741.103	0	stimulus	n/a	n/a	i	b	n/a	n/a	control_tongue	n/a	n/a
745.074	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	70	no
745.124	0	stimulus	n/a	n/a	p	o	n/a	n/a	tongue	n/a	n/a
749.066	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	71	yes
749.116	0	stimulus	n/a	n/a	b	u	n/a	n/a	control_tongue	n/a	n/a
753.092	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	72	no
753.142	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
757.079	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	73	no
757.129	0	stimulus	n/a	n/a	u	t	n/a	n/a	tongue	n/a	n/a
761.0755	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	74	no
761.1255	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
765.071	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	75	no
765.121	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
769.0835	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	76	no
769.1335	0	stimulus	n/a	n/a	o	b	n/a	n/a	tongue	n/a	n/a
773.08	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	77	no
773.13	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
777.0775	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	78	yes
777.1275	0	stimulus	n/a	n/a	b	a	n/a	n/a	control_tongue	n/a	n/a
781.056	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	79	yes
781.106	0	stimulus	n/a	n/a	d	a	n/a	n/a	tongue	n/a	n/a
785.075	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	80	no
785.125	0	stimulus	n/a	n/a	e	d	n/a	n/a	control_tongue	n/a	n/a
789.0815	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	81	no
789.1315	0	stimulus	n/a	n/a	e	t	n/a	n/a	tongue	n/a	n/a
793.0785	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	82	no
793.1285	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
797.0735	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	83	no
797.1235	0	stimulus	n/a	n/a	a	p	n/a	n/a	tongue	n/a	n/a
801.069	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	84	no
801.119	0	stimulus	n/a	n/a	a	d	n/a	n/a	tongue	n/a	n/a
805.073	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	85	no
805.123	0	stimulus	n/a	n/a	u	b	n/a	n/a	control_tongue	n/a	n/a
809.0785	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	86	yes
809.1285	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
813.066	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	87	no
813.116	0	stimulus	n/a	n/a	i	p	n/a	n/a	control_tongue	n/a	n/a
817.0705	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	88	no
817.1205	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
821.1	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	89	no
821.15	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
825.062	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	90	no
825.112	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
833.055	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	91	no
833.105	0	stimulus	n/a	n/a	p	i	n/a	n/a	tongue	n/a	n/a
837.0675	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	92	no
837.1175	0	stimulus	n/a	n/a	t	o	n/a	n/a	tongue	n/a	n/a
841.064	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	93	yes
841.114	0	stimulus	n/a	n/a	d	u	n/a	n/a	tongue	n/a	n/a
845.0765	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	94	no
845.1265	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
849.0725	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	95	yes
849.1225	0	stimulus	n/a	n/a	b	e	n/a	n/a	tongue	n/a	n/a
853.0855	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	96	no
853.1355	0	stimulus	n/a	n/a	p	e	n/a	n/a	tongue	n/a	n/a
857.0715	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	97	yes
857.1215	0	stimulus	n/a	n/a	d	o	n/a	n/a	control_tongue	n/a	n/a
861.0955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	98	no
861.1455	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
865.0755	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	99	no
865.1255	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
869.0535	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	100	no
869.1035	0	stimulus	n/a	n/a	i	t	n/a	n/a	tongue	n/a	n/a
873.054	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	101	no
873.104	0	stimulus	n/a	n/a	e	p	n/a	n/a	control_tongue	n/a	n/a
881.058	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	102	no
881.108	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
885.071	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	103	no
885.121	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
889.084	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	104	yes
889.134	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
893.0625	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	105	no
893.1125	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
897.059	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	106	no
897.109	0	stimulus	n/a	n/a	p	a	n/a	n/a	tongue	n/a	n/a
901.0685	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	107	no
901.1185	0	stimulus	n/a	n/a	a	b	n/a	n/a	control_tongue	n/a	n/a
905.086	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	108	no
905.136	0	stimulus	n/a	n/a	a	t	n/a	n/a	control_tongue	n/a	n/a
909.081	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	109	no
909.131	0	stimulus	n/a	n/a	t	u	n/a	n/a	tongue	n/a	n/a
975.2335	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	110	no
975.2835	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
979.2195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	111	no
979.2695	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
983.23	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	112	no
983.28	0	stimulus	n/a	n/a	u	p	n/a	n/a	control_tongue	n/a	n/a
987.2045	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	113	yes
987.2545	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
991.201	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	114	no
991.251	0	stimulus	n/a	n/a	e	p	n/a	n/a	tongue	n/a	n/a
995.188	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	115	no
995.238	0	stimulus	n/a	n/a	u	t	n/a	n/a	control_tongue	n/a	n/a
999.2105	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	116	no
999.2605	0	stimulus	n/a	n/a	t	e	n/a	n/a	tongue	n/a	n/a
1003.2095	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	117	no
1003.2595	0	stimulus	n/a	n/a	a	p	n/a	n/a	control_tongue	n/a	n/a
1007.202	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	118	no
1007.252	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
1011.2105	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	119	no
1011.2605	0	stimulus	n/a	n/a	p	u	n/a	n/a	control_tongue	n/a	n/a
1015.2135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	120	no
1015.2635	0	stimulus	n/a	n/a	t	u	n/a	n/a	control_tongue	n/a	n/a
1019.207	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	121	no
1019.257	0	stimulus	n/a	n/a	i	d	n/a	n/a	tongue	n/a	n/a
1023.2035	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	122	no
1023.2535	0	stimulus	n/a	n/a	e	b	n/a	n/a	tongue	n/a	n/a
1027.216	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	123	yes
1027.266	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1031.195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	124	no
1031.245	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1035.208	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	125	no
1035.258	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
1039.198	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	126	no
1039.248	0	stimulus	n/a	n/a	p	a	n/a	n/a	control_tongue	n/a	n/a
1043.217	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	127	yes
1043.267	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1047.2135	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	128	yes
1047.2635	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1051.21	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	129	no
1051.26	0	stimulus	n/a	n/a	a	b	n/a	n/a	tongue	n/a	n/a
1055.2055	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	130	no
1055.2555	0	stimulus	n/a	n/a	a	t	n/a	n/a	tongue	n/a	n/a
1059.207	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	131	no
1059.257	0	stimulus	n/a	n/a	p	o	n/a	n/a	control_tongue	n/a	n/a
1063.2325	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	132	no
1063.2825	0	stimulus	n/a	n/a	u	d	n/a	n/a	tongue	n/a	n/a
1067.1935	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	133	yes
1067.2435	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1071.2175	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	134	no
1071.2675	0	stimulus	n/a	n/a	i	b	n/a	n/a	tongue	n/a	n/a
1075.2195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	135	no
1075.2695	0	stimulus	n/a	n/a	t	a	n/a	n/a	tongue	n/a	n/a
1079.1985	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	136	yes
1079.2485	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1083.215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	137	no
1083.265	0	stimulus	n/a	n/a	e	t	n/a	n/a	control_tongue	n/a	n/a
1087.2075	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	138	yes
1087.2575	0	stimulus	n/a	n/a	d	o	n/a	n/a	tongue	n/a	n/a
1091.2205	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	139	no
1091.2705	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1095.2165	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	140	yes
1095.2665	0	stimulus	n/a	n/a	b	a	n/a	n/a	tongue	n/a	n/a
1099.1965	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	141	no
1099.2465	0	stimulus	n/a	n/a	t	o	n/a	n/a	control_tongue	n/a	n/a
1103.209	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	142	no
1103.259	0	stimulus	n/a	n/a	e	d	n/a	n/a	tongue	n/a	n/a
1107.2215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	143	no
1107.2715	0	stimulus	n/a	n/a	i	p	n/a	n/a	tongue	n/a	n/a
1111.209	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	144	yes
1111.259	0	stimulus	n/a	n/a	d	i	n/a	n/a	control_tongue	n/a	n/a
1115.197	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	145	yes
1115.247	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1119.217	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	146	no
1119.267	0	stimulus	n/a	n/a	p	u	n/a	n/a	tongue	n/a	n/a
1123.223	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	147	yes
1123.273	0	stimulus	n/a	n/a	b	u	n/a	n/a	tongue	n/a	n/a
1127.2195	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	148	yes
1127.2695	0	stimulus	n/a	n/a	d	e	n/a	n/a	tongue	n/a	n/a
1131.215	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	149	no
1131.265	0	stimulus	n/a	n/a	o	b	n/a	n/a	control_tongue	n/a	n/a
1135.211	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	150	no
1135.261	0	stimulus	n/a	n/a	o	d	n/a	n/a	tongue	n/a	n/a
1139.205	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	151	no
1139.255	0	stimulus	n/a	n/a	p	i	n/a	n/a	control_tongue	n/a	n/a
1143.2025	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	tongue	152	yes
1143.2525	0	stimulus	n/a	n/a	b	o	n/a	n/a	tongue	n/a	n/a
1147.219	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	153	no
1147.269	0	stimulus	n/a	n/a	o	t	n/a	n/a	control_tongue	n/a	n/a
1151.1955	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	154	no
1151.2455	0	stimulus	n/a	n/a	u	b	n/a	n/a	tongue	n/a	n/a
1155.208	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	155	no
1155.258	0	stimulus	n/a	n/a	o	t	n/a	n/a	tongue	n/a	n/a
1159.2185	0	TMS	bilabial	stop	n/a	n/a	bilabial	110	control_tongue	156	no
1159.2685	0	stimulus	n/a	n/a	p	e	n/a	n/a	control_tongue	n/a	n/a
1163.217	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	157	yes
1163.267	0	stimulus	n/a	n/a	d	i	n/a	n/a	tongue	n/a	n/a
1167.2135	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	158	no
1167.2635	0	stimulus	n/a	n/a	o	p	n/a	n/a	tongue	n/a	n/a
1171.223	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	control_tongue	159	no
1171.273	0	stimulus	n/a	n/a	e	b	n/a	n/a	control_tongue	n/a	n/a
1175.2225	0	TMS	alveolar	stop	n/a	n/a	alveolar	110	tongue	160	no
